ID;Name;RequestingArea;RevenueStream_origin;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size;RevenueStream
139670;Restringir la visibilidad usuarios;COO;eCommerce;Operations;Backlog;50;3;2;2;2;eCommerce
139490;[NEXUS]- PRODUCTO CTT RETORNO;CMO;eCommerce;Commercial;Backlog;136;;;;;eCommerce
139483;WS - Mejorar Experiencia en PUDO's;CMO;eCommerce;Commercial;In Definition;8;;;;;eCommerce
139449;Mejora control horario y ocultación campos no registrables;COO;eCommerce;Operations;Backlog;51;2;1;2;2;eCommerce
139346;WS - Mejorar Experiencia en PUDO's;CMO;eCommerce;Commercial;Backlog;133;;;;;eCommerce
139282;[PUDOS] Recoger y mostrar a destinatarios y repartidores, información adicional de la ubicación y acceso a los Lockys;CMO;eCommerce;Commercial;In Definition;137;;;;;eCommerce
139048;[Nexus - We Sell] - [Minerva] - Creación del modelo tarifario dentro de Minerva para el servicio de Correo;CCO;eCommerce;Commercial;Backlog;47;;;;;eCommerce
139047;[Nexus - We Sell] - Onboarding de las Lojas de PT en Proceso Comercial Salesforce;CCO;eCommerce;Commercial;Backlog;48;;;;;eCommerce
138573;[PUDOS]-[QLIK] App/Hoja de analítica de incidencias en PUDOs;CMO;eCommerce;Commercial;In Definition;138;;;;;eCommerce
138420;[PUDOS] Reservas y aceptación de envíos a PUDO - Verificar si el punto está activado/desactivado por PUDOS para dar el OK;CMO;eCommerce;Commercial;In Definition;139;;;;;eCommerce
138350;[NEXUS]-[OOH] - LMS Integration;CMO;eCommerce;Commercial;High Level Design;12;;;;;eCommerce
138308;[Notificaciones] -Fake Delivery - Actualización de campos de PDA y notificación de entrega;CMO;eCommerce;Commercial;In Solution;10;;;;;eCommerce
138224;[NEXUS] Servicio de Intentos de entrega Flexible;CMO;eCommerce;Commercial;Backlog;140;;;;;eCommerce
138211;INTEGRACIÓN BEWOR;COO;eCommerce;Operations;Backlog;52;;;;;eCommerce
138044;[NexIA] - Shipping Simulator - Evolución;CMO;eCommerce;Commercial;Backlog;141;;;;;eCommerce
137457;ENVIOS CARGO-DESTINO PT;CFO;eCommerce;Corporate;Backlog;71;;;;;eCommerce
137343;Mapper - Personalizacion para clientes que trabajan con Amazon , TikTok y Temu;IDC;eCommerce;Commercial;In Definition;60;;;;;eCommerce
137246;[PUDOS] - Tools for managing own network;CMO;eCommerce;Commercial;Backlog;142;5;;;4;eCommerce
137212;"API PUDO - Consulta de informacion de punto por el codigo de punto ""organic point code""";IDC;eCommerce;Commercial;In Definition;61;;;;;eCommerce
137068;End point to get Georeferences from listed addresses;CMO;eCommerce;Commercial;In Definition;96;3;2;1;1;eCommerce
136973;[Salesforce Sales] - Incorporación de nuevos Subsegmentos SME;CCO;eCommerce;Commercial;Backlog;39;;;;;eCommerce
136610;[Notificaciones] - Customer Communications Management basado en la funcionalidad actual;CMO;eCommerce;Commercial;In Definition;97;3;;2;1;eCommerce
136346;Enlace para usuario en selección PUDO para RDP a través de Web Cliente;CMO;eCommerce;Commercial;Backlog;98;;;;;eCommerce
136235;DHL Parcel - Webhook- Evento Recogida de Caducado en Pudo y Falso Entregado;IDC;eCommerce;Commercial;In Definition;5;;;;;eCommerce
136234;WANB - Webhook;IDC;eCommerce;Commercial;In Definition;54;;;;;eCommerce
136233;Integracion Clientes Salesforce - Generacion automatica de claves de cognito para integracion Mapper;IDC;eCommerce;Commercial;In Definition;13;;;;;eCommerce
136179;Api Horario Cortes Recogidas;IDC;eCommerce;Commercial;In Definition;55;;;;;eCommerce
136177;Api Manifest- Devovler fecha y hora de recogida en respuesta cuando proceda;IDC;eCommerce;Commercial;In Definition;56;;;;;eCommerce
136173;Api Solicitud de Recogidas (sin envio asociado);IDC;eCommerce;Commercial;In Definition;57;;;;;eCommerce
136127;Reactivar recursos al iniciar la ruta (Vehículos-Conductores);COO;eCommerce;Operations;In Definition;41;2;2;1;1;eCommerce
136116;Mapper - uso de codigos de cliente y credenciales Cloud;IDC;eCommerce;Commercial;In Definition;8;;;;;eCommerce
135956;[WebHook] - Temu;IDC;eCommerce;Commercial;In Definition;58;3;;;;eCommerce
135612;"Mejora de visualización en PDA last-mail envíos balanceados por SENDA ""LIBRA""";COO;eCommerce;Operations;Backlog;42;;;;;eCommerce
135524;[web clientes]  Incluir formato Excel y CSV en suscripción de informes;CMO;eCommerce;Commercial;Backlog;99;;;;;eCommerce
135447;Carga de direcciones en el historial;COO;eCommerce;Operations;Backlog;53;;;;;eCommerce
135345;[Web de clientes] - Seguimiento - Geoposición V2 - Comparar destino con geoposición de entrega;CMO;eCommerce;Commercial;Backlog;100;;;;;eCommerce
135153;Mejora creación servicios esporádicos;COO;eCommerce;Operations;In Definition;43;3;1;1;2;eCommerce
135097;"[Internacional]-Notificación por Incidencia ""Falta de documentación""";CMO;eCommerce;Commercial;Backlog;101;;;;;eCommerce
135029;[Salesforce Sales] - Brokers y MBE: Permitir generación de usuarios web;CCO;eCommerce;Commercial;Backlog;40;3;5;5;5;eCommerce
134746;[PUDOS] - Destacar Locky en localizador de pudos;CMO;eCommerce;Commercial;Backlog;102;;;;;eCommerce
134702;P&L Ibérica e información de gestión;CFO;eCommerce;Corporate;In Solution;4;;;;;eCommerce
134614;CONTRATO ON LINE;CMO;eCommerce;Commercial;Backlog;103;;;;;eCommerce
134613;[Web publica] - Ajustes Locky en visión destinatario de web pública;CMO;eCommerce;Commercial;Backlog;104;;;;;eCommerce
134602;[Web de cliente] - Seguimiento - Utilizar en filtro y listado de envío la fecha registrada en la variable shipping_date;CMO;eCommerce;Commercial;Backlog;105;;;;;eCommerce
134467;Portal de Proveedores - Implementar recálculo automático de liquidaciones Linehaul de rutas esporádicas;COO;eCommerce;Operations;In Definition;44;3;2;1;1;eCommerce
133992;[Web de clientes] - Agenda - Incluir campo provincia en fichero de carga masiva de agenda;CMO;eCommerce;Commercial;Backlog;106;;;;;eCommerce
133988;[Web de clientes] - Seguimiento - Incidencias gestionables muestra mensaje erróneo;CMO;eCommerce;Commercial;Backlog;107;;;;;eCommerce
133834;[Nexus-MVP] [Web de Clientes] Traducción al Inglés y Portugués;CMO;eCommerce;Commercial;Pitch;108;;;;;eCommerce
133185;Sistema de seguimiento de rutas de arrastre - v2;COO;eCommerce;Operations;Backlog;45;;;;;eCommerce
132736;[Internacional] - Manifiesto de envíos internacionales de explotación con aduanas por métodos de Integración Clientes;IDC;eCommerce;Commercial;In Definition;59;;;;;eCommerce
132537;[Qlik] - Creación de un nueva dimensión Tipo Comercial Histórico;CCO;eCommerce;Commercial;Ready for Approval;7;3;;2;;eCommerce
132534;[Qlik] - Gestión de oportunidades - Hito semanal por comercial disponible;CCO;eCommerce;Commercial;Pitch;3;2;;;;eCommerce
66400;[Salesforce] Notificación automática cambio de comercial;CMO;eCommerce;Commercial;Backlog;109;;;;;eCommerce
66371;[PUDOS][PDA]-Evitar falsos entregados desde PDA repartidor;CMO;eCommerce;Commercial;Backlog;110;;;;;eCommerce
66282;Plantilla modificacion de clientes sap hanna;CFO;eCommerce;Corporate;Backlog;67;;;;;eCommerce
66213;"[Web de clientes][Desktop] - Seguimiento - Ocultar botón de ""Estados"" / Alert de filtros";CMO;eCommerce;Commercial;Backlog;111;;;;;eCommerce
66183;[Web de clientes][Mobile] - Mi cuenta + Ayuda y soporte;CMO;eCommerce;Commercial;Backlog;112;;;;;eCommerce
66165;[Web de clientes][Mobile] - Agenda;CMO;eCommerce;Commercial;Backlog;113;;;;;eCommerce
66163;[Web de clientes][Mobile] - Seguimiento de envíos;CMO;eCommerce;Commercial;Backlog;114;;;;;eCommerce
66161;[Web de clientes][Mobile] - Burger Menu + Actualización de página de inicio;CMO;eCommerce;Commercial;Backlog;115;;;;;eCommerce
66141;[Web de clientes][Mobile] - Solicitud de envío;CMO;eCommerce;Commercial;Backlog;116;;;;;eCommerce
66118;[Web Pública] - Formulario y email Pagina Red PUDOS;CMO;eCommerce;Commercial;Backlog;117;;;;;eCommerce
66112;[ESTADOS] - Mostrar a clientes el mismo evento/estado sucesivo ocurrido en dias distintos;IDC;eCommerce;Commercial;Backlog;17;;;;;eCommerce
66062;[Web de Clientes] - Suscripción de informes - Reporte con la información de envíos de los últimos 30 días naturales - Ordenar reporte;CMO;eCommerce;Commercial;Backlog;118;;;;;eCommerce
65926;Evolución portal de LastMile V.2;COO;eCommerce;Operations;Backlog;46;;;;;eCommerce
65922;Evolución portal de Arrastres V.2;COO;eCommerce;Operations;Backlog;39;;;;;eCommerce
65866;[PUDOS] - Automatización del tratamiento de incidencias de PUDOS cerrados;CMO;eCommerce;Commercial;Backlog;32;;;;;eCommerce
65865;[FR y BR] - Tarifas y Ofertas;CMO;eCommerce;Commercial;Backlog;119;;;;;eCommerce
65864;[FR y BR] - Campo departamento y facturación;CMO;eCommerce;Commercial;Backlog;120;;;;;eCommerce
65861;[Desconexión SGC]: Brókers y Franquicias: Modulo distribución de Franquicias;COO;eCommerce;Operations;Backlog;26;;;;;eCommerce
65860;[Desconexión SGC]: Brokers y Franquicias: grabación de envíos con/sin entrega;COO;eCommerce;Operations;Backlog;17;;;;;eCommerce
65859;[Desconexión SGC]: Creación y mantenimiento de CO's;COO;eCommerce;Operations;Backlog;16;;;;;eCommerce
65858;[Desconexión SGC]: Canarias;COO;eCommerce;Operations;Backlog;18;;;;;eCommerce
65857;[Desconexión SGC]: Internacional;COO;eCommerce;Operations;Backlog;29;;;;;eCommerce
65856;[Desconexión SGC]: Brókers  Franquicias: Gestión de adeudos y garantías;COO;eCommerce;Operations;Backlog;24;;;;;eCommerce
65828;Nuevo entorno de desarrollo para microservicios;CIO;eCommerce;Technology;In Definition;69;;;;;eCommerce
65806;[Nexus Piloto Operacional] Puesta en marcha Fase 2 del Piloto Operacional con el flujo de envíos PT-PT;COO;eCommerce;Operations;Ready for Development;9;;;;;eCommerce
65798;Exponer dato de código de recogida propia;PRO;eCommerce;Corporate;Backlog;10;;;;;eCommerce
65757;Plataforma de Configuración de Agentes IA;CIO;eCommerce;Technology;In Definition;68;;;;;eCommerce
65738;[PUDOS] - Generación POD envíos Celeritas / Locky;CMO;eCommerce;Commercial;Backlog;132;;;;;eCommerce
65737;Herramienta de Verificación de Pagos (Área de Ingresos);CFO;eCommerce;Corporate;High Level Design;2;;;;;eCommerce
65568;[PUDOS] - Herramienta para orden de recogidas en PUDOS;CMO;eCommerce;Commercial;High Level Design;9;;;;;eCommerce
65512;Migración SGC - Estacionados a Nexus;COO;eCommerce;Operations;Backlog;25;;;;;eCommerce
65505;[NEXUS] [Desconexión SGC - FR y BR]  [Web de clientes] Configuración - Administración, gestión de usuarios y centros de FRANQUICIAS y BROKERS (settings);CMO;eCommerce;Commercial;In Solution;13;4;;2;3;eCommerce
65407;[WEB CLIENTE] Configuración visibilidad web a nivel CENTRO;CMO;eCommerce;Commercial;Backlog;121;;;;;eCommerce
65352;[PUDOS] - Mejora Pudo Manager;CMO;eCommerce;Commercial;Backlog;122;;;;;eCommerce
65302;Envíos Amazon destino Braga solo manifestados para entrar en senda;COO;eCommerce;Operations;Ready for Development;8;;;;;eCommerce
65260;Visualización de kilómetros en Qlik;PRO;eCommerce;Corporate;Backlog;4;;;;;eCommerce
65257;KPIs de Prevención de Riesgos Laborales de CTT Express;PRO;eCommerce;Corporate;Ready for Solution;3;;;;;eCommerce
65198;Crear entornos no productivos;CIO;eCommerce;Technology;In Definition;4;;;;;eCommerce
65195;Stack Observabilidad Ibérico;CIO;eCommerce;Technology;Backlog;3;;;;;eCommerce
65194;Desconexión de SGC - Definición del RoadMap;CIO;eCommerce;Technology;Backlog;2;;;;;eCommerce
65000;ECCS por peso Informado;CFO;eCommerce;Corporate;Backlog;5;;;;;eCommerce
64785;[Salesforce] - Información de campos en los casos del Plan de acompañamiento;IDC;eCommerce;Commercial;Backlog;52;;;;;eCommerce
64718;[Bitácora] - Bitacora Management que permita implementar los procesos actuales de configuración en Bitácora;CIO;eCommerce;Technology;In Definition;57;;;;;eCommerce
64579;[Web Pública 2.0] - Web Pública 2.0 Fase II - V2;CMO;eCommerce;Commercial;Ready for Solution;28;;;;;eCommerce
64410;Implantación con empresa externa de software para la medición de la Huella de Carbono;PRO;eCommerce;Corporate;Backlog;5;;;;;eCommerce
64248;[Web pública 2.0] - Seguimiento de envíos - Acciones según número de intentos de entrega  - Dynamic Cases;CMO;eCommerce;Commercial;Backlog;94;;;;;eCommerce
64193;Herramienta Soporte ADT en Nexia;IDC;eCommerce;Commercial;In Definition;49;;;;;eCommerce
64115;SLA Sábados y Domingos;ATC;eCommerce;Corporate;Backlog;18;;;;;eCommerce
64102;[Web de Cambios] - Mantener el idioma configurado por defecto en web de cambio;CMO;eCommerce;Commercial;Backlog;93;;;;;eCommerce
64075;[Mulesoft] - [Api Integrations Clientes] : Disponer de los client_id que invocan a los endpoint de integraciones;IDC;eCommerce;Commercial;Backlog;7;;;;;eCommerce
64010;[API GET TRACKING BY DATES] - WEB TRACKING - Añadir código envío devolución - API Rest, capa User Experience;IDC;eCommerce;Commercial;Backlog;48;;;;;eCommerce
64002;[SGC] - Lógica de aplicación de perfil tarifario a nuevos centros en SGC;CCO;eCommerce;Commercial;Pitch;4;;;;;eCommerce
63942;Expansión de lectura en contenedores (Propios y de clientes);COO;eCommerce;Operations;In Definition;6;;;;;eCommerce
63935;WooCommerce- Habilitar adicionales identificación en destino y verificacion destinatario;IDC;eCommerce;Commercial;Backlog;47;;;;;eCommerce
63932;Prestashop- Habilitar adicionales identificación en destino y verificacion destinatario;IDC;eCommerce;Commercial;Backlog;46;;;;;eCommerce
63799;Portal de Proveedores - Poder ordenar Control Horario por cualquier columna;COO;eCommerce;Operations;Backlog;34;;1;;1;eCommerce
63768;[Nexus Piloto Operacional] [We Serve] Incremento de envíos en Piloto y despliegue Nexus;COO;eCommerce;Operations;In Solution;11;;;;;eCommerce
63762;[Web de Clientes] - Vulnerabilidad crítica web clientes y  Revisión de la web antigua;CIO;eCommerce;Technology;In Definition;63;;;;;eCommerce
63750;[PUDOS] - Gestión de saturación en puntos Collectt;CMO;eCommerce;Commercial;Backlog;91;;;;;eCommerce
63723;[Minerva] - Cambiar método de autenticación en Minerva;CIO;eCommerce;Technology;In Definition;14;;;;;eCommerce
63696;Query direcciones de recogida portal del proveedor;CFO;eCommerce;Corporate;In Definition;68;;;;;eCommerce
63645;Definición de la estrategia de preparación de entornos de prueba de aplicaciones;CIO;eCommerce;Technology;Backlog;56;;;;;eCommerce
63592;[NEXUS]-[OOH] - MVP;CMO;eCommerce;Commercial;Backlog;143;;;;;eCommerce
63578;[Salesforce] - Nueva landing captación SEM conectada con el CRM y Pardot;CMO;eCommerce;Commercial;Ready for Solution;95;;;;;eCommerce
63574;[Web pública Nexus] - Imágenes alojadas en DOT (ex Wordpress) estudiar alojarlas en AWS;CIO;eCommerce;Technology;Backlog;55;;;;;eCommerce
63457;"Cierre administrativo automático - ""Evitar pasar a Entregado Administrativo envíos que tienen un estado entregado y posteriormente se abre una caso en Salesforce y cambia a otro estado""";ATC;eCommerce;Corporate;Ready for Solution;8;;;;;eCommerce
63429;[Salesforce - Minerva] Datos de la oferta Minerva en objeto Oferta;CCO;eCommerce;Commercial;In Definition;13;;;;;eCommerce
63428;Notificaciones AWS para migraciones de lambdas de python 3.9 a 3.12;CIO;eCommerce;Technology;Backlog;62;;;;;eCommerce
130826;[Salesforce] - Información de la actividad del cliente en Cuenta en Sales (a partir de Qlik);CCO;eCommerce;Commercial;Backlog;24;;;;;eCommerce
63422;[PUDOS]-Nueva colección en Nexia. Acceso datos de DB manifest;CMO;eCommerce;Commercial;Backlog;35;;;;;eCommerce
63389;[Internacional]- Actualización Web- Módulo Aduana;CMO;eCommerce;Commercial;In Definition;123;;;;;eCommerce
63361;Revisión del PRN actual;CIO;eCommerce;Technology;Backlog;61;;;;;eCommerce
63296;Acciones para evitar la duplicidad de recogidas de clientes v2;COO;eCommerce;Operations;In Approval;7;;;;;eCommerce
63279;Manifest-file: Admitir carga fichero Standar Cloud sin los campos de shipping_code e item_codes rellenos (mismo comportamiento que api de experiencia de clientes);IDC;eCommerce;Commercial;In Definition;53;;;;;eCommerce
63262;[Web de clientes] - Crear función JS que devuelva el ID de los usuarios;CMO;eCommerce;Commercial;Backlog;40;;;;;eCommerce
63250;[Salesforce Sales - SGC ] - Evitar actualizaciones en SGC en los registros de franquicias;CCO;eCommerce;Commercial;Backlog;21;;;;;eCommerce
63179;MongoDB - Recopilación de usuarios y reset de contraseñas;CIO;eCommerce;Technology;Backlog;60;;;;;eCommerce
63175;Actualización Plan C;COO;eCommerce;Operations;Ready for Solution;47;;;;;eCommerce
63173;Federación de acceso a Salesforce mediante SSO - EntraID;CIO;eCommerce;Technology;Backlog;59;;;;;eCommerce
63046;To Expedite - [Salesforce Sales] - NEW WORKFLOW OFERTAS (Cambio del flujo de aprobación de ofertas según usuario y modelo tarifario);CCO;eCommerce;Commercial;Pitch;6;;;;;eCommerce
62979;[Salesforce Maps] - Nuevas funcionalidades (Fase 3);CCO;eCommerce;Commercial;In Definition;19;;;;;eCommerce
62973;Migracion Metodo WS GetServiceEvents de SGC a Cloud (Dupla);IDC;eCommerce;Commercial;Ready for Solution;18;;;;;eCommerce
62945;[Integración de Clientes] Tik Tok - Bloqueo del dato publicado de peso y medidas después del estado definitivo.;CCO;eCommerce;Commercial;In Definition;5;;;;;eCommerce
62882;cambios masivos de estados;COO;eCommerce;Operations;Backlog;28;;;;;eCommerce
62846;Evolución verificación periodos + (pesos y medidas) V2;CFO;eCommerce;Corporate;Backlog;66;;;;;eCommerce
62833;[NEXUS] – Normalización, almacenamiento y gestión de consentimientos (GDPR) en los activos digitales;CMO;eCommerce;Commercial;Pitch;55;;;;;eCommerce
62731;[PUDOS] [Web clientes] - Añadir campo nombre rtt en RDP;CMO;eCommerce;Commercial;Backlog;46;;;;;eCommerce
62641;Optimización del CAU mediante herramientas de autodiagnóstico para operativas críticas;CIO;eCommerce;Technology;Backlog;58;;;;;eCommerce
62466;Integración con CACESA para la sustitución de ADYCO (30-nov);COO;eCommerce;Operations;Ready for Solution;27;;;;;eCommerce
62456;Creación Arquetipo .net;CIO;eCommerce;Technology;Ready for Solution;36;;;;;eCommerce
62413;Actualización automática de aplicaciones hijas en Nexia;CIO;eCommerce;Technology;In Definition;65;;;;;eCommerce
62339;Nuevos desarrollos Normalización de direcciones;COO;eCommerce;Operations;In Solution;5;;;;;eCommerce
62285;Migrar clusters de Mongo a MultiAZ;CIO;eCommerce;Technology;Backlog;64;;;;;eCommerce
62205;Control de envios duplicados: validacion SINONIMO BULTO / REFERENCIA CLIENTE;IDC;eCommerce;Commercial;In Definition;9;;;;;eCommerce
62187;[Salesforce] - Usuario / Origen de una acción sobre un envío en la trazabilidad desde ATC;ATC;eCommerce;Corporate;Ready for Solution;10;;;;;eCommerce
62062;[Web de Clientes] - Visualizar costes de los servicios adicionales en la web de clientes;CMO;eCommerce;Commercial;Backlog;47;;;;;eCommerce
62059;Cyber - Securización de los accesos a webcliente.cttexpress.com y api.cttexpress.com;CIO;eCommerce;Technology;Backlog;66;;;;;eCommerce
61995;Migración Infraestructura de Web Corporativa de AckStorm a Ctt Express;CIO;eCommerce;Technology;Backlog;17;;;;;eCommerce
61994;Migración Infraestructura GIT => GitHub , Arquetipo .net;CIO;eCommerce;Technology;Backlog;16;;;;;eCommerce
61993;Migración Infraestructura GIT => GitHub (Salesforce);CIO;eCommerce;Technology;Backlog;15;;;;;eCommerce
61991;Definición Arquitectura Github;CIO;eCommerce;Technology;Backlog;12;;;;;eCommerce
61990;Definición Arquitectura Kotlin Ibérico;CIO;eCommerce;Technology;Backlog;9;;;;;eCommerce
61989;Definición Arquitectura React Ibérico;CIO;eCommerce;Technology;Backlog;8;;;;;eCommerce
61988;Definición Arquitectura .Net Ibérico;CIO;eCommerce;Technology;Backlog;7;;;;;eCommerce
61986;API Clientes - Authorization;CIO;eCommerce;Technology;Backlog;5;;;;;eCommerce
61984;Migración Microservicios a SLA nuevo;CIO;eCommerce;Technology;In Definition;54;;;;;eCommerce
61968;Portal Proveedores Linehaul - Habilitar cancelación de ruta;COO;eCommerce;Operations;In Solution;33;2;2;2;2;eCommerce
61906;[ESTADOS VISIBLES] Endpoint Client Experience API REST GET TRACKING - TIK TOK - estados no devueltos - Copy;IDC;eCommerce;Commercial;Backlog;22;;;;;eCommerce
61841;SGC - Anulación eventos PT;CFO;eCommerce;Corporate;Backlog;65;;;;;eCommerce
61798;Creación Estados Aduanas, visibilidad y reporte a clientes;PRO;eCommerce;Corporate;Pitch;2;;;;;eCommerce
61789;Diseñar Flujos de trabajo IA - .Net;CIO;eCommerce;Technology;Backlog;52;;;;;eCommerce
61754;[Web de Clientes] - Seguimiento de Envío - Posibilidad de descargar el albarán asociado al envío;CMO;eCommerce;Commercial;Ready for Solution;124;;;;;eCommerce
61744;[Nexus] - Información Pública de los Clientes - visión de información de clientes a destinatarios;CMO;eCommerce;Commercial;In Definition;90;;;;;eCommerce
61734;[Minerva] - Habilitar Minerva para el uso por parte de los Broker / Franquicias (Operativa + Modelo tarifario);CMO;eCommerce;Commercial;In Definition;34;;;;;eCommerce
61721;Migracion Hosting aplicacion Shopify a servidores CTT;IDC;eCommerce;Commercial;In Definition;19;;;;;eCommerce
61633;[Nexus] - We Sell (Lead to Contract) 2.0;CCO;eCommerce;Commercial;In Definition;11;;;;;eCommerce
61629;Desconectar servidor SFTP SGC;CIO;eCommerce;Technology;Backlog;51;;;;;eCommerce
61617;Incluir en nexia opciones multi-idioma;CIO;eCommerce;Technology;Backlog;50;;;;;eCommerce
61393;[PUDOS] - Notificaciones de RDP origen PT;CMO;eCommerce;Commercial;Backlog;69;;;;;eCommerce
61365;[PUDOS] - [Salesforce-Dynamic Case] - EL botón de reenvío de pin debe reconocer que el envío tiene estado 2310 no que está en estado 2310;CMO;eCommerce;Commercial;Backlog;89;;;;;eCommerce
61337;[Web Pública] [CIBERSEGURIDAD] - Migración de infraestructura de MiddleWare de PhP;CIO;eCommerce;Technology;In Definition;6;;;;;eCommerce
61292;[WebHook] - ZooPlus - Transmisión de estados en mensaje estándar;IDC;eCommerce;Commercial;In Definition;6;;;;;eCommerce
61260;[WebHook] - Cacesa;IDC;eCommerce;Commercial;In Definition;14;;;;;eCommerce
61207;[Salesforce Sales] - Multi oportunidad en Cuentas;CCO;eCommerce;Commercial;High Level Design;2;;;;;eCommerce
61203;[PUDOS] - Pantallas Nexia consulta estados de proveedor;CMO;eCommerce;Commercial;Backlog;86;;;;;eCommerce
61101;Creación arquetipo desarrollo React;CIO;eCommerce;Technology;Backlog;49;;;;;eCommerce
61096;[Web de Clientes] - Anulación de recogidas;CMO;eCommerce;Commercial;Backlog;87;;;;;eCommerce
61010;[ID LOGISTICS] Estados De Portugal no visibles en SGC/API REST y URL web en España (envíos origen ES, destino PT);IDC;eCommerce;Commercial;Backlog;42;;;;;eCommerce
60855;Identificacion Clientes y Metodos de integracion que usan [Objetos con origen en España sin Cp7];IDC;eCommerce;Commercial;Backlog;45;;;;;eCommerce
60817;Mejorar el algoritmo de aproximación de calculo de CP/Poblacion de manifiestos [Objetos con origen en España sin Cp7];IDC;eCommerce;Commercial;In Definition;3;;;;;eCommerce
60729;[web clientes] Modulo aduanas: Andorra;CMO;eCommerce;Commercial;In Definition;85;;;;;eCommerce
60722;[Notificaciones] - Facturación - Modificar contenido del Email Factura a clientes;CMO;eCommerce;Commercial;Backlog;84;;;;;eCommerce
60649;Automatizar la carga del maestro de CP7 de Portugal [Objetos con origen en España sin Cp7];IDC;eCommerce;Commercial;In Solution;1;;;;;eCommerce
60531;[Web de Clientes] - Desconexión Web-Tracking;CIO;eCommerce;Technology;In Solution;11;;;;;eCommerce
60381;Incluir fichero con versionado sobre histórico de cambios (novedades y fixes) en todos los modulos;IDC;eCommerce;Commercial;In Definition;50;;;;;eCommerce
60294;Maestro festivos provinciales en cálculos de fechas de compromiso;ATC;eCommerce;Corporate;Ready for Solution;20;;;;;eCommerce
60289;[Web de Clientes] - Incluir tooltip en el botón de añadir NUEVO bulto para envíos a Puntos;CMO;eCommerce;Commercial;Backlog;83;;;;;eCommerce
60003;[Web de Clientes] [Qlik] -  Medición volumen de envíos y facturación Web Clientes Cloud (Canal Importación masiva y grabación manual).;CMO;eCommerce;Commercial;Backlog;82;;;;;eCommerce
59700;[Nexus] - We Sell (Lead to Contract) - Signaturit en portugués;CCO;eCommerce;Commercial;In Definition;16;;;;;eCommerce
59669;[User Endpoint API REST GET TRACKING] Añadir organic_point_code cuando estados 2300 / 2310;IDC;eCommerce;Commercial;Backlog;12;;;;;eCommerce
59553;Cuadro de mando reputación CTT;COM;eCommerce;Corporate;Backlog;1;;;;;eCommerce
59462;[Qlik & Salesforce] - Alarmas Comercial 02- Cumplimiento del Comprometido Cierre Tareas;CMO;eCommerce;Commercial;In Definition;36;;;;;eCommerce
59457;Creación de interfaz en nexia para crear incidencias;CIO;eCommerce;Technology;In Definition;10;;;;;eCommerce
59404;[Tech] [Desconexión SGC] Desconexión API WebTracking a Item-history (bitacora);CIO;eCommerce;Technology;Ready for Solution;41;;;;;eCommerce
59403;[Tech] API de common-edge Refactor;CIO;eCommerce;Technology;Backlog;28;;;;;eCommerce
59334;crear indice atlas search;CIO;eCommerce;Technology;Backlog;45;;;;;eCommerce
59333;crear plantilla de colecciones de mongodb;CIO;eCommerce;Technology;Backlog;44;;;;;eCommerce
59315;[CELERITAS] - Inhibir notificaciones a dtt en envíos Celeritas Cliente;CMO;eCommerce;Commercial;Backlog;88;;;;;eCommerce
59266;[PUDOS] [MONGO] - Información completa de incidencias en colección Pickups;CMO;eCommerce;Commercial;Backlog;33;;;;;eCommerce
59163;[PUDOS]-Modificación plantilla de factura en VDP relacionado con 58594;CFO;eCommerce;Corporate;Backlog;25;;;;;eCommerce
59126;Actualización de maestro de códigos postales PT en nexus;CIO;eCommerce;Technology;Backlog;34;;;;;eCommerce
59039;[PRODUCTO]  [Web de Clientes] - Aranceles aduaneros Canarias;CMO;eCommerce;Commercial;Backlog;81;;;;;eCommerce
59011;Odoo - Implementación remitente personalizado;IDC;eCommerce;Commercial;Backlog;44;;;;;eCommerce
58980;[WebHook] - Indtex - Migracion de SGC a Cloud;IDC;eCommerce;Commercial;In Definition;23;;;;;eCommerce
130472;[Minerva] - Modificar la plantilla de respuesta de Signaturit cuando se firma un contrato;CMO;eCommerce;Commercial;Backlog;67;;;;;eCommerce
58802;Cierre diario de recogidas;ATC;eCommerce;Corporate;Backlog;25;;;;;eCommerce
58727;[PUDOS] [Web Pública] - Orientar venta directa (añadir literales);CMO;eCommerce;Commercial;Backlog;79;;;;;eCommerce
58528;[Web de Clientes] - Seguimiento - Añadir HORA junto a la FECHA;CMO;eCommerce;Commercial;Backlog;80;;;;;eCommerce
58518;[Producto] - Incorporar Validación DNI / PIN  (Servicio actual);CMO;eCommerce;Commercial;In Definition;71;;;;;eCommerce
58487;[Web de clientes] - Setting: Configurar envío predeterminado;CMO;eCommerce;Commercial;Backlog;70;;;;;eCommerce
58472;[Nexus-MVP] [Web de Clientes] Gestión Consumibles;CMO;eCommerce;Commercial;Pitch;24;;;;;eCommerce
58417;[Minerva] - Interfaz de generación de ofertas de Minerva en portugués;CCO;eCommerce;Commercial;In Solution;12;;;;;eCommerce
58393;[Web  de Clientes] - Comportamiento recogidas en grabación masiva;CMO;eCommerce;Commercial;Backlog;92;;;;;eCommerce
58380;[Web de clientes] - Seguimiento 2.0 - Rediseño de la sección de seguimiento;CMO;eCommerce;Commercial;Backlog;45;;;;;eCommerce
58287;[Salesforce Sales] - Configuración campos/variables y GRP en Pardot;CMO;eCommerce;Commercial;Backlog;53;;;;;eCommerce
