ID;Name;RequestingArea;RevenueStream;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size
129504;[Desconexión SGC] Qlik - Migración App Territory P&L - Cloud;CIO;eCommerce;Technology;In Definition;35;;;;
129503;[Qlik] - Migración y redifinición de App Notifications Analytics - Cloud;ATC;eCommerce;Corporate;In Definition;16;;;;
129502;[Desconexión SGC] Qlik - Migración App Indicadores de siniestros - Cloud;CIO;eCommerce;Technology;Ready for Solution;34;;;;
129501;[Desconexión SGC] Qlik - Migración App Gestión de Estacionados - Cloud;CIO;eCommerce;Technology;Ready for Solution;15;;;;
129500;[Desconexión SGC] Qlik - Migración App Analítica Comercial - Cloud;CIO;eCommerce;Technology;In Definition;31;;;;
129497;Portal Proveedores LineHaul - Plan de carga: contenerización de camiones;COO;eCommerce;Operations;In Definition;39;;;;
129496;[Desconexión SGC] [Salesforce] - Gestión de las canalizaciones por el equipo de Operaciones desde Salesforce;COO;eCommerce;Operations;In Definition;24;;;;
129494;[Salesforce] - Automatización de tarifas (en función de envíos comprometidos y rentabilidad de la cuenta);CCO;eCommerce;Commercial;In Solution;34;;;;
129492;Estabilidad​ - Migración Conflluent​;CIO;eCommerce;Technology;Backlog;42;;;;
129491;[PUDOS] - Entregas y Recogidas Directas en PUDO - Tránsitos ES-ES y ES-PT - Integración bidireccional de Pudos ES-PT, PT-ES;CMO;eCommerce;Commercial;Backlog;59;;;;
129490;[Minerva] - Permitir a ciertos perfiles Comerciales descargar los contratos en Word;CCO;eCommerce;Commercial;In Definition;18;;;;
129489;[Nexus] [Producto] - OTP entrega segura;CMO;eCommerce;Commercial;Ready for Solution;17;;;;
129488;[PUDOS] - Venta Internacional en PUDOS;CMO;eCommerce;Commercial;In Development;0;;;;
129487;[PUDOS] - Lockers Locky - PT​;CMO;eCommerce;Commercial;In Solution;0;3;3;3;
129486;[SAP] Migración SAP;CFO;eCommerce;Corporate;Backlog;60;;;;
129485;[Evolutivos SGC Finanzas] Evolutivos SGC Finanzas - Adeudos ECCS a SGC+ automatizados y diarios;CFO;eCommerce;Corporate;Backlog;17;;;;
129484;[SGC] - Funcionalidad de asignación de gestora en Salesforce;CFO;eCommerce;Corporate;High Level Design;11;;;;
129483;Web Clientes​ - Detalles Excel con y sin Densidades (Español-Ingles), Personalizables por el propio cliente en PortalCliente y en Finanzas;CFO;eCommerce;Corporate;Backlog;23;;;;
129482;[Compras] Implantación e-Compras - Nueva Web venta material clientes (proyecto de finanzas 2023);CFO;eCommerce;Corporate;Backlog;50;;;;
129481;[Evolutivos Minerva] Tarifas unicas por grupos de varios clientes (multicuentas asociadas incluso en diferentes CO's) (Validar por Herramientas Comerciales);CFO;eCommerce;Corporate;Backlog;22;;;;
129480;[Evolutivos Salesforce] Asignacion de tarifas por cliente master - Salesforce/Minerva (posibilidad de clientes centro con tarifas diferentes) (Validar por Herramientas Comerciales);CFO;eCommerce;Corporate;Backlog;52;;;;
129479;[Evolutivos SGC Finanzas] Asignar de manera masiva el cliente master al campo grupo de procesamiento en Modulo de facturacion;CFO;eCommerce;Corporate;High Level Design;14;;;;
129478;[Evolutivos SGC] Recuperar Doble click en grid inferior valoracion de servicios, no abre las tablas como antes para editar y cambios, (pérdida esta funcionalidad importante);CFO;eCommerce;Corporate;Backlog;41;;;;
129477;[Evolutivos SGC Finanzas] Generacion de documentos por master + grupo procesamiento (filtro);CFO;eCommerce;Corporate;Backlog;19;;;;
129476;[Evolutivos SGC] Adeudos manuales o automáticos, (relacionado con trabajo de auditoria interna de ES ya informada en 2022) (Validar por Procesos);CFO;eCommerce;Corporate;Backlog;39;;;;
129475;[Evolutivos SGC Finanzas] Alarma-86 Engaño Cod. Postales (solicitado tambien a traves de BI para buscar automatización);CFO;eCommerce;Corporate;Backlog;32;;;;
129474;[Evolutivos SGC] Cambio de agencia de cargo en un envío / Utilizacion de agencia de facturacion, (pérdida de funcionalidad);CFO;eCommerce;Corporate;Backlog;40;;;;
129473;"[Evolutivos SGC] Recuperar Acceso a modificacion de tarifas y configuracion del ""Microservicio"" (pérdida de funcionalidad importante)";CFO;eCommerce;Corporate;Backlog;42;;;;
129472;[Evolutivos SGC Finanzas] Inclusión del Cliente Máster en todos los módulos de SGC ahora no lo están (esta ligado con el anterior);CFO;eCommerce;Corporate;Backlog;33;;;;
129471;[Evolutivos SGC] Aplicación de la densidad cuando el CP no existe, confirmar IT si todo el proceso esta acabado (Incidencia);CFO;eCommerce;Corporate;Backlog;44;;;;
129470;[Evolutivos SGC Finanzas] Validación de país y CP en manifiestos;CFO;eCommerce;Corporate;High Level Design;7;;;;
129469;"[Evolutivos SGC Finanzas] Funcionalidad ""Redireccionar servicios"" en Valoracion de servicios funciona parcialmente";CFO;eCommerce;Corporate;Backlog;16;;;;
129468;[Evolutivos SGC] Acceso a tabla de retasados (NO las muestra si hay varias por validez en gestion de tablas) + Acceso Retasados microservicios (revisar Juancho);CFO;eCommerce;Corporate;Backlog;46;;;;
129467;[Evolutivos SGC] Cambio de código de Cliente al rectificar un servicio, confirmar IT si todo el proceso esta acabado (Incidencia);CFO;eCommerce;Corporate;Backlog;51;;;;
129466;[Evolutivos SGC] Aplicar correctamente los impuestos en función de la combinación artículo-zona, Solicitud de 2015 potenciales problemas fiscales;CFO;eCommerce;Corporate;Backlog;53;;;;
129465;[Evolutivos SGC Finanzas] Revisión de las lógicas de generación de facturas en 2º plano;CFO;eCommerce;Corporate;High Level Design;9;;;;
129464;[Evolutivos SGC] Recuperar el Numero de factura emitida en grid de valoracion de servicios, (perdida de funcionalidad);CFO;eCommerce;Corporate;Backlog;54;;;;
129463;[Evolutivos SGC] Visibilidad de cargos manuales históricos facturados (mejora);CFO;eCommerce;Corporate;High Level Design;10;;;;
129462;[Alarmas Finanzas] Servicios pendientes de meses anteriores que pasen al mes siguiente a modulo de facturación una vez cerrado el mes (PENDIENTE DE SOLUCIÓN DE IT YA PRESENTADA);CFO;eCommerce;Corporate;Backlog;55;;;;
129461;[Evolutivo SGC] Adeudos RE2 y RE11 cargados el último día del mes pasadas las 17:00 horas (Pasar a Operaciones);CFO;eCommerce;Corporate;Backlog;56;;;;
129460;[Evolutivo SGC] Desarrollar un sistema de refacturación a los brokers para que automáticamente podamos refacturarles los costes de recogida cuando se apliquen a brokers sin coste de recogida;CFO;eCommerce;Corporate;Backlog;57;;;;
129459;"[Evolutivos SGC Finanzas] Posibilidad de filtrar en Valoracion de servicios por Microservicio de Tasación ""Proceso SINO""";CFO;eCommerce;Corporate;Backlog;20;;;;
129458;[Evolutivos SGC] Nueva funcionalidad para Clientes que no etiquetan (recargo por mercancia no/mal etiquetada) (pendiente al ser antiguo revisar con LR);CFO;eCommerce;Corporate;Backlog;59;;;;
129457;[Auditoria PT] [Gestión Clientes] Yndika - Solicitudes realizadas para conectividad con Yndika (proyecto modulo de admisión);CFO;eCommerce;Corporate;Selected for Production;1;;;;
129456;[Alarmas Financieras] Alarma-78 Garantizar la igualación de datos de clientes en tres herramientas. (SGC-Salesforce-SAP);CFO;eCommerce;Corporate;Backlog;34;;;;
129455;[NEXUS] [Auditoria PT] [SAP] - Mejora y/o renovación del Interface Salesforce + SGC + SAP;CFO;eCommerce;Corporate;Ready for Solution;26;;;;
129454;[SAP] Recargo de equivalencia (módulo +) Esta evolucion debe ser en SGC y en el interface de SAP no viaja;CFO;eCommerce;Corporate;Backlog;58;;;;
129453;[SAP] - Vincular Docuware a SAP;CFO;eCommerce;Corporate;Backlog;4;;;;
129452;[Evolutivos Salesforce] Alarma-77 Clientes reactivados (clientes que se dan de alta sin control);CFO;eCommerce;Corporate;Backlog;36;;;;
129451;[Desconexión SGC] [Evolutivos SGC Finanzas] Automatización proceso gestión documental siniestros;CFO;eCommerce;Corporate;Backlog;13;;;;
129450;Portal Proveedores - Facturacion a/de proveedores fuera de SAP, necesidad de adaptar el modulo de proveedores;CFO;eCommerce;Corporate;Backlog;38;;;;
129449;[Producto] - Modelo Tarifario/Operativa Broker + TOF (Minerva C);CMO;eCommerce;Commercial;In Definition;24;;;;
129448;[Alarmas Finanzas] Alarma-55 Envíos pendientes de valorizar o sin facturar del mes anterior;CFO;eCommerce;Corporate;Backlog;49;;;;
129447;[Alarmas Finanzas] Alarma-56 Envíos abonados más de una vez;CFO;eCommerce;Corporate;Backlog;48;;;;
129446;[Alarmas Finanzas] Alarma-75 Comprobar envíos en agencias desactivadas;CFO;eCommerce;Corporate;Backlog;47;;;;
129445;"[Alarmas Financieras] Alarma-46 Reporte/Alerta de Datos Clientes antes del cierre ""Keysoft"" (datos incompletos de clientes o deficiencia)";CFO;eCommerce;Corporate;Backlog;29;;;;
129444;[Alarmas Financieras] Alarma-41 Informe de nº envíos-discrepancias tráfico-facturación (se esta trabajando internamente también);CFO;eCommerce;Corporate;Backlog;25;;;;
129443;"[Alarmas Finanzas] Alarma-45 Reporte/Alerta de servicios antes del cierre ""Keysoft""";CFO;eCommerce;Corporate;Backlog;45;;;;
129442;"[Alarmas Finanzas] Alarma-85 Clientes con cambio tarifas ""a medio mes"", si no avisan facturamos mal si hay retroactividad";CFO;eCommerce;Corporate;Backlog;35;;;;
129408;API'S para clientes Routing y Canalizaciones (Integración de Clientes);IDC;eCommerce;Commercial;In Definition;37;;;;
139369;Aviso de Entrega Digital;GP B2B;Mail;Commercial;Backlog;999;;;;
139342;SLA - Migração para GitHub;SI-OPS;Mail;Technology;Pitch;999;4;3;3;3
139339;Mata Aplicações Wave 1.x;SI;Mail;Technology;In Definition;999;4;1;2;3
139303;Observabilidade | Uniformização da alarmística nos clusters do IDP;SI;eCommerce;Technology;Pitch;999;;;;
138855;Redução de Custos em Cloud;SI;Mail;Technology;In Definition;999;;;;
138585;Mapear Contatos de Remetente p/ contactos CTT | Objetos DHL (Internacional Expresso);GP ECL;eCommerce;Commercial;In Definition;999;1;1;1;2
138559;Postman Digital Brain - Fase 3;EDO;Mail;Operations;Backlog;999;;;;
138419;Envios OLX | Retirar Certificado de Aceitação;GP ECL;eCommerce;Commercial;Backlog;999;3;1;1;
138084;Fábrica OutSystems | Melhorias à plataforma - JAN, FEV MAR 2026;SI;eCommerce;Technology;Pitch;999;;;;
137629;Relatório PEF para clientes externos;GP B2B;Business Solutions;Commercial;Backlog;999;;;;
137572;Criação de WAF para Infraestrutura de OutSystems;SI;eCommerce;Technology;In Definition;999;;;;
137551;Quick Wins - Super App B2C;SI;eCommerce;Technology;In Definition;999;;;;
137549;Outsystems - Evolução processo de CI/CD;SI;eCommerce;Technology;Pitch;999;;;;
137512;Integração - Migração ADO2GitHub - Kafka Conectors;SI;Mail;Technology;Pitch;999;;;;
137466;Configuração do pagamento de faturas no Locky para integração no Novo Modelo Operativo nos Postos CTT;GPG;Payments;Commercial;Backlog;999;;;;
136994;DSD | Organizar Rota (Zona e Ordenação ) no Mobi;EDO;Mail;Operations;Backlog;999;;;;
136987;DSD | Leitura do Correio Azul e Registado no Mobi;EDO;Mail;Operations;Backlog;999;;;;
136984;DSD | Atualizar a Informação Ficha de Registo - Sistema Solistic;EDO;Mail;Operations;Backlog;999;;;;
136982;DSD | Mobi - Permitir a Leitura do Código Laranja do Correio Azul;EDO;Mail;Operations;Backlog;999;;;;
136910;RCTO Novas Regras - Prioridade/Wave 2;ACR;Retail & Financial Services;Corporate;Backlog;999;3;3;2;1
136770;GitHub Migration - Aplicações Wave 2;SI-OPS;Mail;Technology;Ready for Approval;999;4;3;3;2
136621;Relatórios Mensais para Novo Modelo Operativo - Postos não NAVe;GPG;Payments;Commercial;Backlog;999;;;;
136320;Eliminar aplicativo de envio internacional online legado;GP B2B;Mail;Commercial;Backlog;999;3;3;4;2
135540;Business Solutions - Recibos Online - Evolutivos 1B 2026 (janeiro e fevereiro);GP B2B;Business Solutions;Commercial;In Approval;999;2;2;2;2
135537;Business Solutions - STICO - Evolutivos 1B 2026 (janeiro e fevereiro);GP B2B;Business Solutions;Commercial;In Approval;999;3;2;2;2
135529;Business Solutions - P&F - Evolutivos 1B 2026 (janeiro e fevereiro);GP B2B;Business Solutions;Commercial;In Approval;999;3;2;2;2
135525;Business Solutions - Evolutivos 1B 2026 (janeiro e fevereiro);GP B2B;Business Solutions;Commercial;In Approval;999;3;2;3;2
135517;Renovação Infoblox - Grid, DNS, DHCP, NTP e IPAM;SI;Mail;Technology;Backlog;999;;;;
135317;SAPSF - GoFluent;GT;Mail;Corporate;In Definition;1;2;2;1;2
135288;Desenvolvimentos CNE no âmbito do Correio Inteligente;GP B2B;Business Solutions;Commercial;In Definition;8;;;;
135004;ESW | Criação de novo agente AI para validação de código obsoleto;SI;Mail;Technology;In Approval;4;3;4;1;1
134997;Correio Inteligente - Alarmística;GP B2B;Business Solutions;Commercial;In Definition;11;;;;
134943;STICO - Migração de Pipelines ADO2Github;GP B2B;Mail;Commercial;High Level Design;15;4;;3;3
134832;Eliminação TLS 1.0 - Comunicação info T&T com MEO;SI-OPS;eCommerce;Technology;In Definition;5;;3;4;2
134801;Amazon | Serviço POD (Prova de Entrega);GP ECL;eCommerce;Commercial;Backlog;11;;;;
134587;BCTT - Relatório Sendgrid;BCTT;Mail;Technology;High Level Design;1;3;;2;1
134357;Github Migration - Ecossistema Expresso ADO2Github;SI;Mail;Technology;Ready for Approval;8;4;3;3;2
133856;Teste Silvia (temporario);TF;eCommerce;Corporate;Backlog;999;1;;;
133470;Correio Inteligente - FTP para P&F;GP B2B;Business Solutions;Commercial;Backlog;12;;;;
133333;Evolutivos SAP Logística Q1 2026;SEO;Fulfilment;Operations;Ready for Development;999;3;2;3;3
133251;Evolutivas SAP - Mapeamentos contabilisticos & testes;GPG;Payments;Commercial;Pitch;999;;;;
133243;Citrix nas lojas - Análise para Eliminação / substituição;GS;Mail;Commercial;Backlog;20;;;;
133018;CTT SAP R3 - Nova transação para expandir vários materiais em vários Depósitos;CL;Mail;Corporate;Backlog;999;;;;
132957;Github Migration - ParcelInfo;SI;Mail;Technology;Backlog;5;;;;
132956;TFS Migration - NAVE;SI;Mail;Technology;Pitch;23;;;;
132425;"Disponibilizar o produto Correio Registado internacional no aplicativo ""Criar envio de Correio ou Expresso""";GP B2B;Mail;Commercial;In Definition;10;3;3;3;2
132298;Github Migration - Aplicações Canais Digitais;SI;Mail;Technology;Ready for Approval;1;4;3;3;2
132278;dotCMS - update da versão;SI;Mail;Technology;High Level Design;28;;;;
132222;CCP | Migrate from .Net 8 to .Net 10;SI;Mail;Technology;Backlog;57;;;;
132220;ESW | Create code reviewer AI agent;SI;Mail;Technology;Backlog;62;;;;
132219;CCP | Configure alerts for all CCP applications;SI;Mail;Technology;Backlog;44;3;2;2;2
132218;CCP | Notifications | Refactor application to meet CCP patterns;SI;Mail;Technology;Backlog;64;3;2;1;1
132063;ODM - Uniformização Ambiente Produtivo;SI;Mail;Technology;Backlog;35;3;2;2;1
132062;BPM - Upgrade WebSphere;SI;Mail;Technology;Backlog;27;3;2;2;1
132061;Migração ADO2GitHub - Pipeline ODM;SI;Mail;Technology;Backlog;10;2;4;4;1
132060;Migração ADO2GitHub - Pipelines CRM;SI;Mail;Technology;Backlog;20;2;3;3;1
132059;Mata Aplicações - Wave 1.15 - CRM Oracle Sales;SI;Mail;Technology;Backlog;43;3;3;3;3
132058;Evolutivos CRM Q1.2026;SI;Mail;Technology;Backlog;51;2;;1;1
132054;Observability | Notifications | Alarmistic association to Teams / Squads;SI;Mail;Technology;Backlog;22;5;2;1;1
132024;ESW | EQA | Utilização Regular da Automação de QA em Regressões;SI;Mail;Technology;Backlog;70;;;;
132023;ESW | EQA |Estabilização de Testes Automáticos Existentes de QA;SI;Mail;Technology;Backlog;59;;;;
132022;ESW | EQA | Implementação de Automação Básica de QA em Aplicações Críticas;SI;Mail;Technology;Backlog;47;;;;
132021;ESW | EQA | Definição de Checklist Mínimo de QA por Projeto;SI;Mail;Technology;Backlog;66;;;;
131995;INT| - Alarmística MuleSoft;SI;Mail;Technology;Backlog;56;;;;
131994;INT| - Reconstrução dos processos de LOGs do SD mulesoft no ELK coorporativo.;SI;Mail;Technology;Backlog;25;;;;
131993;INT| - Mata Aplicações Wave 1.1X - Solução de Transformação;SI;Mail;Technology;Backlog;60;;;;
131992;INT | Mulesoft – Refatorização de Aplicações;SI;Mail;Technology;In Definition;19;;;;
131991;INT | Migração da solução da Knowledge Base atual para uma solução Knowledge Base coorporativa;SI;Mail;Technology;Backlog;49;;;;
131990;INT| Descontinuar os serviços suportados pelo Biztalk;SI;Mail;Technology;Backlog;55;;;;
131989;INT| - Mata Aplicações Wave 1.1X - Tradutor;SI;Mail;Technology;Backlog;41;;;;
131776;NOXUS - Plataforma de IA;PC;Mail;Corporate;Backlog;999;4;2;2;2
131734;Controlo de correio JPP;GP B2B;Mail;Commercial;In Definition;2;1;;1;2
129623;SAPSF Evolutivos 01.2026;GRH;Mail;Corporate;In Development;999;2;4;3;2
128060;XRP | Alteração do fluxo de contabilização;RS;Mail;Corporate;Backlog;1;;;;
128057;XRP | Refaturação entre empresas;RS;Mail;Corporate;Backlog;3;;;;
127822;APT | Migração APIs IBM em Mulesoft - Fase 5/5;SI;Mail;Technology;In Development;999;4;5;3;4
127817;PTF | ODIN | Muticloud;SI;Mail;Technology;Backlog;38;5;1;1;2
127626;Expurgo automatic sharepoint e Team;SI;Mail;Technology;Backlog;34;;;;
127624;Implementação QuickWins MagicBeans;SI;Mail;Technology;Backlog;21;;;;
127619;Configuration Profiles Endpoint;SI;Mail;Technology;In Definition;29;;;;
127516;Teste2;SI;Mail;Technology;Descoped;999;;;;
127396;Evolutivos Nave Janeiro e Março 2026;GS;Mail;Commercial;In Approval;6;;;;
127258;Aviso de Receção (AR) Digital | Envios SuperApp e Site CTT;GP B2B;Mail;Commercial;Backlog;999;;;;
127257;Aviso de Receção (AR) Digital | Envios SuperPortal, Prestadores e Super App;GP B2B;Mail;Commercial;Backlog;4;;;;
127256;Correio Registado Self-Service| Envios a partir do SuperPortal;GP B2B;Mail;Commercial;Backlog;13;;;;
127240;Faturação CORRE - Identificação do as-is e desenho do to-be;SI-CRP;Mail;Technology;Backlog;999;2;3;3;2
127239;Evolutivos SAP BRIM (1º TRIM 26);SI-CRP;Mail;Technology;In Approval;999;3;2;2;1
127226;GPB2C | Subsídio Social de Mobilidade - Alterações Portaria n.º 12-B/2026/1, de 6 de janeiro;GP B2C;Retail & Financial Services;Commercial;In Rollout/Warranty;999;1;4;4;2
127066;Galaxy - Jornada de envios – Jornada Expresso nacional;GS;eCommerce;Commercial;Ready for Solution;12;3;2;2;4
127065;Galaxy - Jornada de envios – Push recolha destinatário;GS;eCommerce;Commercial;Ready for Solution;2;3;2;1;3
126963;GitHub Migration - Implementação de Pipeline T&T em GitHub;SI-OPS;Mail;Technology;Backlog;999;4;;3;3
126944;GitHub Migration - Aplicações Wave 1;SI-OPS;Mail;Technology;In Approval;4;4;3;3;3
126931;Moneyball - Gestão de Consentimentos;GS;Mail;Commercial;Backlog;3;;;;
126772;Paperless - Guia expresso passar de 3 vias para 2, em apenas uma página;SI-PRD;Business Solutions;Technology;Backlog;10;;;;
126749;SGEE - Migração de Pipelines ADO2Github;SI-OPS;Mail;Technology;Ready for Approval;3;4;3;3;2
126735;Data Cost Allocation Model by Business Area;PC;Mail;Corporate;Backlog;7;3;;;
126734;Migrate Azure Devops to Github Repos and Github Actions - Data repos;PC;Mail;Corporate;Backlog;1;;;2;
126661;GENAI - RH - AI Automation;GRH;Mail;Corporate;In Definition;8;3;2;2;2
126656;GENAI - CIS - AI Automation - BO Faturação;CSI;Mail;Commercial;In Solution;4;3;3;2;2
126647;MobiCTT - Migração de Pipelines ADO2Github;SI-OPS;Mail;Technology;Ready for Approval;2;4;3;3;2
126646;Incremento ao projeto LFT - Volume certificado e não certificado;EM;eCommerce;Operations;In Definition;1;;;;
126645;GENAI-TOF;CF;Mail;Corporate;In Solution;3;3;2;1;2
126644;GENAI- Rossum;CF;Mail;Corporate;In Solution;1;4;2;1;1
126643;Faturas PDF | SuperApp - Faturação Portagens;CF;Mail;Corporate;Backlog;7;3;3;4;1
126641;GENAI-NBanks;CF;Mail;Corporate;Ready for Solution;2;4;2;2;2
126588;Renovação ativos rede Datacenter CTT Express (Lisboa e Barcelona);SI;Mail;Technology;Backlog;45;;;;
126587;Renovação DNS - Infoblox;SI;Mail;Technology;In Development;32;3;4;4;1
126586;Renovação core LAN Porto;SI;Mail;Technology;Pitch;9;5;2;2;3
126585;Renovação Firewalls Perímetro - CheckPoint;SI;Mail;Technology;In Definition;6;5;2;5;2
126584;Reducing the rollout of Praas printers:;SI;Mail;Technology;Backlog;18;;;;
126583;Eliminate 50% of O365 Copilot licences;SI;Mail;Technology;In Definition;13;;;;
126581;Downgrade 1.200 / 4.186 Microsoft O365 E5 licences (local) to O365 F3 (web) [1/2 year];SI;Mail;Technology;In Definition;2;;;;
126580;Estudo para levantamento e alternativa ao MUS (Microsoft);SI;Mail;Technology;In Definition;40;;;;
126579;Reformulação do serviço AOS;SI;Mail;Technology;Backlog;12;;;;
126578;Reformulação do serviço HDDTM;SI;Mail;Technology;Backlog;37;;;;
126577;Renovaçao dos contratos de outsouricng COM;SI;Mail;Technology;In Definition;16;;;;
126576;Plano de formação (global e board);CISO;Mail;CISO;Backlog;3;;;;
126575;DLP (Data Loss Prevention) - Wave 2;CISO;Mail;CISO;Backlog;9;;;;
126574;DLP (Data Loss Prevention) - Wave 1;CISO;Mail;CISO;Backlog;2;;;;
126509;Alargamento Infraestrutura SI a outros sistemas desenvolvidos por EDO;EDO;Mail;Operations;Backlog;3;;;;
126480;Sites e Aplicativos | Melhorias às plataformas - JAN e FEV 2026;DNI;Mail;Commercial;Ready for Approval;6;3;2;2;1
126478;Ecossistema B2C – Evolutiva - JAN e FEV 2026;DNI;eCommerce;Commercial;Ready for Approval;4;3;2;1;3
126476;Evolutivos eCommerce PT | Carga e Internacional Expresso;GP ECL;eCommerce;Commercial;Pitch;30;;;;
126474;Área de Cliente CTT - Empresas| Agile Way JAN e FEV 2026;DNI;Mail;Commercial;Backlog;5;;;;
126459;Super B2C (App + Área Cliente) | Incluir publicidade genérica do Banco CTT nos canais digitais dos CTT;DNI;Mail;Commercial;Backlog;2;;;;
126458;Super B2C (App + Área Cliente) | Alterar forma de gerar push notification na App;DNI;Mail;Commercial;In Definition;1;3;;;
126423;INTERNACIONAL | IPS Instalar a versão do package #31 (technical version 13.1.31);SEO;Mail;Operations;Ready for Approval;4;3;2;2;3
126278;PAI NATAL SOLIDÁRIO;CMP;Mail;Corporate;Backlog;1;2;2;2;3
126166;Produto Internacional Expresso | Permitir envio de bens para os EUA segmento ocasional;GP ECL;eCommerce;Commercial;In Definition;14;4;3;3;1
126099;Desenvolvimentos Regulamentares (Congresso UPU Dubai + Incremental Riade);GP B2B;Mail;Commercial;In Definition;6;;;;
126044;Pesquisa de Pontos Collect | Melhorias;GP ECL;eCommerce;Commercial;In Definition;8;;;;
126043;Morada virtual | Serviço de subscrição;GP ECL;eCommerce;Commercial;In Definition;3;4;2;2;4
126023;Melhorias ao processo de envio de comunicações da Zurich;SI-PRD;Business Solutions;Technology;In Definition;8;;2;1;
125919;Criação de chatbot no portal ctt expresso;SI-PRD;eCommerce;Technology;Backlog;3;;;;
125918;Criação de chatbot no super portal;SI-PRD;Mail;Technology;Backlog;2;;;;
125916;Paperless - Faturação eletrónica em loja;SI-PRD;Mail;Technology;Pitch;4;;;;
125912;Serviço de envio de emails sediado na europa;GP B2B;Business Solutions;Commercial;Backlog;18;2;2;3;2
125766;Evolutivas SAP FI Q1 2026;CF;Mail;Corporate;Backlog;10;1;1;1;1
125697;DeMinimis EUA - Solução para retomar os envios de Bens para os EUA para os clientes não contratuais;GP B2B;Mail;Commercial;In Definition;1;3;3;3;3
125694;ESW | Integração de Crashlytics nas aplicações mobile;SI;Mail;Technology;In Definition;15;;;;
125693;Upgrade servidores OutSystems para Windows Server 2022;SI;Mail;Technology;In Approval;31;3;4;4;1
125692;Upgrade plataforma OutSystems para versão 11.40.0;SI;Mail;Technology;In Approval;17;3;4;4;1
125545;Observability | Alarm Catalog for self provision in applications;SI;Mail;Technology;Backlog;14;5;2;1;
125543;ODIN | Iberian Observability Stack;SI;Mail;Technology;Pitch;3;5;2;1;2
125275;Modernização do Processo de Devolução – Fim dos Carimbos usados no CDP;EDO;Mail;Operations;Backlog;6;;;;
125218;revamp.EPM - Framework CPM 360 Full Scope (Non Core);PC;Mail;Corporate;Ready for Solution;2;;;;
124871;Auditoria 2.0 - Criação de Data Lake para implementação de Auditoria Contínua e Auditoria à Distancia - Entrega Modelos Analíticos;ACR;Mail;Corporate;In Definition;1;;;;
124738;Nexus 2 | We Serve - Integración eventos e manifestos desde CTT PT​;SI-OPS;eCommerce;Technology;In Definition;1;;2;4;
124619;Envios Online & Super APP | Serviço de Ponto de Entrega;GP ECL;eCommerce;Commercial;Backlog;5;;;;
124599;Plataforma de Gestão Documental IGCP;GP B2C;Retail & Financial Services;Commercial;In Definition;12;;;;
124133;Incremento ao processo de pagamento de faturas a fornecedores;CF;Mail;Corporate;Backlog;9;;;;
124021;ODIN | Separação dos clusters ODIN (IDP) por unidade de negócio;SI;Mail;Technology;Pitch;46;;;;
124000;Milytech| Alteração à extração de dados de envios;GP ECL;eCommerce;Commercial;Backlog;15;;;;
123999;Interconnect Common Return Platform | Upgrade p/ V2 (CRP2);GP ECL;eCommerce;Commercial;In Definition;18;;;;
123649;Entrega em pontos para a cainiao;GS;eCommerce;Commercial;High Level Design;1;3;2;4;2
123648;Amazon | Serviço Especial Feriado;GP ECL;eCommerce;Commercial;Backlog;7;;;;
123596;Descontinuação Doxenter - Wave 2;SI-PRD;Business Solutions;Technology;Backlog;13;;;;
123540;SAPSF Evolutivos 12.25;GRH;Mail;Corporate;Closed;999;;;;
123320;Auditoria SI - Wave 3 - Business Solutions;DPO;Mail;Corporate;Backlog;2;;;;
123319;Auditoria SI - Wave 3 - Canais Digitais;DPO;Mail;Corporate;Backlog;1;;;;
123004;Faturação do produto C65 - Tracked Simples - Alteração Pré-Aviso;GP ECL;eCommerce;Commercial;Backlog;12;;;;
122320;Implementação de modulo de Planeamento de Transportes em Drivian e Descontinuação do Sigest;SEO;Mail;Operations;High Level Design;1;4;2;3;2
122024;Evolutivos CRM Q4.2025;SI-CRP;Mail;Technology;In Production;999;;;;
121353;Configuração SAP para Introdução de IBANs da região SEPA;GPG;Payments;Commercial;Backlog;2;;;;
121296;SGEE | Automatização da Exportação de Liquidações LeYa;SEO;Mail;Operations;Backlog;999;;;;
121280;New Spring Ibéria;NSP;Business Solutions;Corporate;In Acceptance;999;;;;
120972;Cliente EDP - WS P&F- Novo Campo Data;GS;Business Solutions;Commercial;In Definition;4;;;;
120815;Faturação de Cliente Ocasional - SAP;GPG;Payments;Commercial;Backlog;3;;;;
120627;Evolutivas SAP - Q4;GPG;Mail;Commercial;Closed;999;;;;
120533;Auditoria 2.0 - Criação de Data Lake para implementação de Auditoria Contínua e Auditoria à Distancia - Entrega R2;ACR;Mail;Corporate;In Development;999;;;;
120528;Auditoria 2.0 - Criação de Data Lake para implementação de Auditoria Contínua e Auditoria à Distancia - Entrega R1;ACR;Mail;Corporate;In Development;999;;;;
120527;Auditoria 2.0 - Criação de Data Lake para implementação de Auditoria Contínua e Auditoria à Distancia - Entrega POC;ACR;Mail;Corporate;In Rollout/Warranty;999;;;;
120300;Incrementos ao Portal Aduaneiro;SI-OPS;Mail;Technology;Closed;999;;;;
120278;Revamp BIC - Indicadores diários e mensais de negócio;PC;Mail;Corporate;Backlog;5;;;;
120277;revamp.EPM - Framework CPM 360 MVP (BCR + PBF);PC;Mail;Corporate;Ready for Acceptance;999;;;;
